,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 7, FIRST_DRUG_ABUSE",0.007,0.001,0.004,0.01,0.0,0.0,1031.0,983.0,
"Cluster 7, FIRST_FED",0.429,0.009,0.412,0.445,0.0,0.0,873.0,944.0,
"Cluster 7, FIRST_HYPERTENSION",0.265,0.008,0.251,0.28,0.0,0.0,1084.0,1016.0,
"Cluster 7, FIRST_HYPERTENSION_COMP",0.001,0.001,0.0,0.003,0.0,0.0,965.0,979.0,
"Cluster 7, FIRST_HYPOTHYROIDISM",0.046,0.004,0.039,0.053,0.0,0.0,941.0,812.0,
"Cluster 7, FIRST_LIVER_DISEASE",0.089,0.005,0.08,0.1,0.0,0.0,993.0,983.0,
"Cluster 7, FIRST_LYMPHOMA",0.227,0.008,0.212,0.243,0.0,0.0,998.0,948.0,
"Cluster 7, FIRST_METASTATIC_CANCER",0.131,0.006,0.12,0.143,0.0,0.0,804.0,881.0,
"Cluster 7, FIRST_OBESITY",0.03,0.003,0.024,0.037,0.0,0.0,970.0,885.0,
"Cluster 7, FIRST_OND",0.106,0.005,0.095,0.116,0.0,0.0,1018.0,955.0,
"Cluster 7, FIRST_PARALYSIS",0.035,0.003,0.028,0.041,0.0,0.0,848.0,824.0,
"Cluster 7, FIRST_PEP_ULCER",0.021,0.003,0.016,0.026,0.0,0.0,948.0,925.0,
"Cluster 7, FIRST_PVD",0.092,0.005,0.082,0.102,0.0,0.0,1037.0,886.0,
"Cluster 7, FIRST_PSYCHOSES",0.012,0.002,0.008,0.016,0.0,0.0,1102.0,946.0,
"Cluster 7, FIRST_PCD",0.106,0.006,0.094,0.118,0.0,0.0,932.0,869.0,
"Cluster 7, FIRST_RENAL_DISEASE",0.114,0.005,0.104,0.124,0.0,0.0,1037.0,908.0,
"Cluster 7, FIRST_RA",0.031,0.003,0.025,0.038,0.0,0.0,992.0,901.0,
"Cluster 7, FIRST_CANCER",0.293,0.008,0.277,0.309,0.0,0.0,895.0,873.0,
"Cluster 7, FIRST_VALVULAR_DISEASE",0.051,0.004,0.043,0.058,0.0,0.0,982.0,978.0,
"Cluster 7, FIRST_WEIGHT_LOSS",0.165,0.006,0.153,0.177,0.0,0.0,1009.0,983.0,
"Cluster 8, FIRST_BL_ANAEMIA",0.006,0.001,0.004,0.008,0.0,0.0,878.0,912.0,
"Cluster 8, FIRST_ARRYTHMIA",0.319,0.007,0.305,0.333,0.0,0.0,957.0,852.0,
"Cluster 8, FIRST_CPD",0.316,0.007,0.303,0.328,0.0,0.0,998.0,906.0,
"Cluster 8, FIRST_CHF",0.143,0.005,0.134,0.152,0.0,0.0,914.0,942.0,
"Cluster 8, FIRST_COAGULOPATHY",0.021,0.002,0.018,0.025,0.0,0.0,998.0,937.0,
"Cluster 8, FIRST_DEF_ANAEMIA",0.138,0.005,0.128,0.146,0.0,0.0,966.0,984.0,
"Cluster 8, FIRST_DEPRESSION",0.198,0.006,0.186,0.209,0.0,0.0,1019.0,981.0,
"Cluster 8, FIRST_DIAB_COMP",0.087,0.004,0.079,0.094,0.0,0.0,973.0,785.0,
"Cluster 8, FIRST_DIAB",0.393,0.007,0.378,0.406,0.0,0.0,982.0,979.0,
"Cluster 8, FIRST_DRUG_ABUSE",0.007,0.001,0.005,0.01,0.0,0.0,847.0,981.0,
"Cluster 8, FIRST_FED",0.319,0.006,0.306,0.33,0.0,0.0,979.0,908.0,
"Cluster 8, FIRST_HYPERTENSION",0.709,0.007,0.697,0.723,0.0,0.0,1024.0,981.0,
"Cluster 8, FIRST_HYPERTENSION_COMP",0.018,0.002,0.014,0.022,0.0,0.0,961.0,941.0,
"Cluster 8, FIRST_HYPOTHYROIDISM",0.096,0.004,0.087,0.104,0.0,0.0,874.0,828.0,
"Cluster 8, FIRST_LIVER_DISEASE",0.104,0.004,0.095,0.112,0.0,0.0,1010.0,920.0,
"Cluster 8, FIRST_LYMPHOMA",0.014,0.002,0.011,0.017,0.0,0.0,947.0,936.0,
"Cluster 8, FIRST_METASTATIC_CANCER",0.899,0.004,0.89,0.906,0.0,0.0,930.0,858.0,
"Cluster 8, FIRST_OBESITY",0.176,0.006,0.165,0.188,0.0,0.0,983.0,834.0,
"Cluster 8, FIRST_OND",0.158,0.005,0.148,0.168,0.0,0.0,893.0,1009.0,
"Cluster 8, FIRST_PARALYSIS",0.036,0.003,0.031,0.04,0.0,0.0,1088.0,887.0,
"Cluster 8, FIRST_PEP_ULCER",0.05,0.003,0.044,0.056,0.0,0.0,995.0,848.0,
"Cluster 8, FIRST_PVD",0.135,0.005,0.126,0.145,0.0,0.0,994.0,983.0,
"Cluster 8, FIRST_PSYCHOSES",0.01,0.002,0.008,0.014,0.0,0.0,986.0,972.0,
"Cluster 8, FIRST_PCD",0.128,0.005,0.119,0.138,0.0,0.0,824.0,843.0,
"Cluster 8, FIRST_RENAL_DISEASE",0.194,0.005,0.183,0.204,0.0,0.0,1063.0,1026.0,
"Cluster 8, FIRST_RA",0.043,0.003,0.037,0.049,0.0,0.0,1020.0,1019.0,
"Cluster 8, FIRST_CANCER",0.976,0.002,0.971,0.98,0.0,0.0,781.0,944.0,
"Cluster 8, FIRST_VALVULAR_DISEASE",0.118,0.005,0.109,0.126,0.0,0.0,890.0,838.0,
"Cluster 8, FIRST_WEIGHT_LOSS",0.129,0.004,0.12,0.138,0.0,0.0,884.0,949.0,
"Cluster 9, FIRST_BL_ANAEMIA",0.002,0.0,0.001,0.003,0.0,0.0,991.0,983.0,
"Cluster 9, FIRST_ARRYTHMIA",0.086,0.002,0.081,0.09,0.0,0.0,989.0,967.0,
"Cluster 9, FIRST_CPD",0.177,0.003,0.17,0.183,0.0,0.0,989.0,709.0,
"Cluster 9, FIRST_CHF",0.009,0.001,0.008,0.011,0.0,0.0,975.0,963.0,
"Cluster 9, FIRST_COAGULOPATHY",0.005,0.001,0.004,0.006,0.0,0.0,926.0,979.0,
"Cluster 9, FIRST_DEF_ANAEMIA",0.05,0.002,0.046,0.053,0.0,0.0,863.0,877.0,
"Cluster 9, FIRST_DEPRESSION",0.108,0.003,0.103,0.113,0.0,0.0,794.0,907.0,
"Cluster 9, FIRST_DIAB_COMP",0.0,0.0,0.0,0.001,0.0,0.0,939.0,833.0,
"Cluster 9, FIRST_DIAB",0.068,0.002,0.064,0.073,0.0,0.0,1020.0,983.0,
"Cluster 9, FIRST_DRUG_ABUSE",0.004,0.001,0.003,0.005,0.0,0.0,1033.0,909.0,
"Cluster 9, FIRST_FED",0.128,0.003,0.123,0.134,0.0,0.0,1100.0,1026.0,
"Cluster 9, FIRST_HYPERTENSION",0.253,0.004,0.246,0.261,0.0,0.0,933.0,1016.0,
"Cluster 9, FIRST_HYPERTENSION_COMP",0.0,0.0,0.0,0.0,0.0,0.0,1002.0,990.0,
"Cluster 9, FIRST_HYPOTHYROIDISM",0.045,0.002,0.042,0.049,0.0,0.0,936.0,688.0,
"Cluster 9, FIRST_LIVER_DISEASE",0.038,0.002,0.035,0.042,0.0,0.0,986.0,981.0,
"Cluster 9, FIRST_LYMPHOMA",0.005,0.001,0.004,0.007,0.0,0.0,1007.0,812.0,
"Cluster 9, FIRST_METASTATIC_CANCER",0.933,0.002,0.929,0.937,0.0,0.0,1024.0,883.0,
"Cluster 9, FIRST_OBESITY",0.032,0.002,0.029,0.035,0.0,0.0,963.0,1016.0,
"Cluster 9, FIRST_OND",0.055,0.002,0.05,0.059,0.0,0.0,1016.0,908.0,
"Cluster 9, FIRST_PARALYSIS",0.019,0.001,0.016,0.021,0.0,0.0,895.0,874.0,
"Cluster 9, FIRST_PEP_ULCER",0.019,0.001,0.016,0.021,0.0,0.0,765.0,795.0,
"Cluster 9, FIRST_PVD",0.03,0.001,0.027,0.033,0.0,0.0,975.0,906.0,
"Cluster 9, FIRST_PSYCHOSES",0.004,0.001,0.003,0.005,0.0,0.0,1082.0,952.0,
"Cluster 9, FIRST_PCD",0.077,0.002,0.073,0.082,0.0,0.0,982.0,954.0,
"Cluster 9, FIRST_RENAL_DISEASE",0.031,0.002,0.028,0.034,0.0,0.0,1004.0,1021.0,
"Cluster 9, FIRST_RA",0.019,0.001,0.017,0.021,0.0,0.0,1048.0,941.0,
"Cluster 9, FIRST_CANCER",0.972,0.002,0.968,0.974,0.0,0.0,1002.0,792.0,
"Cluster 9, FIRST_VALVULAR_DISEASE",0.007,0.001,0.005,0.008,0.0,0.0,938.0,1023.0,
"Cluster 9, FIRST_WEIGHT_LOSS",0.088,0.003,0.083,0.093,0.0,0.0,947.0,905.0,
"Cluster 10, FIRST_BL_ANAEMIA",0.005,0.002,0.001,0.009,0.0,0.0,877.0,1012.0,
"Cluster 10, FIRST_ARRYTHMIA",0.371,0.015,0.341,0.4,0.001,0.0,857.0,943.0,
"Cluster 10, FIRST_CPD",0.84,0.012,0.816,0.863,0.0,0.0,1138.0,983.0,
"Cluster 10, FIRST_CHF",0.273,0.013,0.247,0.298,0.0,0.0,1052.0,1026.0,
"Cluster 10, FIRST_COAGULOPATHY",0.021,0.004,0.014,0.029,0.0,0.0,769.0,909.0,
"Cluster 10, FIRST_DEF_ANAEMIA",0.165,0.011,0.144,0.187,0.0,0.0,958.0,903.0,
"Cluster 10, FIRST_DEPRESSION",0.347,0.014,0.321,0.374,0.0,0.0,1022.0,851.0,
"Cluster 10, FIRST_DIAB_COMP",0.004,0.002,0.001,0.009,0.0,0.0,1049.0,1027.0,
"Cluster 10, FIRST_DIAB",0.1,0.009,0.083,0.119,0.0,0.0,1041.0,942.0,
"Cluster 10, FIRST_DRUG_ABUSE",0.03,0.005,0.02,0.04,0.0,0.0,879.0,974.0,
"Cluster 10, FIRST_FED",0.584,0.015,0.554,0.612,0.0,0.0,983.0,983.0,
"Cluster 10, FIRST_HYPERTENSION",0.528,0.016,0.499,0.559,0.001,0.0,935.0,908.0,
"Cluster 10, FIRST_HYPERTENSION_COMP",0.004,0.002,0.001,0.008,0.0,0.0,912.0,858.0,
"Cluster 10, FIRST_HYPOTHYROIDISM",0.063,0.008,0.048,0.078,0.0,0.0,717.0,848.0,
"Cluster 10, FIRST_LIVER_DISEASE",0.134,0.011,0.115,0.154,0.0,0.0,822.0,914.0,
"Cluster 10, FIRST_LYMPHOMA",0.007,0.002,0.003,0.011,0.0,0.0,939.0,872.0,
"Cluster 10, FIRST_METASTATIC_CANCER",0.016,0.004,0.009,0.023,0.0,0.0,981.0,944.0,
"Cluster 10, FIRST_OBESITY",0.042,0.006,0.03,0.054,0.0,0.0,921.0,934.0,
"Cluster 10, FIRST_OND",0.197,0.012,0.175,0.219,0.0,0.0,1034.0,952.0,
"Cluster 10, FIRST_PARALYSIS",0.029,0.005,0.019,0.039,0.0,0.0,964.0,874.0,
"Cluster 10, FIRST_PEP_ULCER",0.054,0.007,0.041,0.067,0.0,0.0,974.0,825.0,
"Cluster 10, FIRST_PVD",0.244,0.013,0.218,0.268,0.0,0.0,899.0,952.0,
"Cluster 10, FIRST_PSYCHOSES",0.027,0.005,0.019,0.039,0.0,0.0,1006.0,1025.0,
"Cluster 10, FIRST_PCD",0.202,0.012,0.178,0.225,0.0,0.0,753.0,774.0,
"Cluster 10, FIRST_RENAL_DISEASE",0.087,0.009,0.07,0.103,0.0,0.0,993.0,976.0,
"Cluster 10, FIRST_RA",0.057,0.006,0.046,0.07,0.0,0.0,973.0,914.0,
"Cluster 10, FIRST_CANCER",0.191,0.012,0.17,0.216,0.0,0.0,924.0,1070.0,
"Cluster 10, FIRST_VALVULAR_DISEASE",0.092,0.008,0.077,0.109,0.0,0.0,1001.0,821.0,
"Cluster 10, FIRST_WEIGHT_LOSS",0.388,0.014,0.36,0.415,0.0,0.0,1055.0,941.0,
"Cluster 11, FIRST_BL_ANAEMIA",0.007,0.002,0.003,0.012,0.0,0.0,887.0,870.0,
"Cluster 11, FIRST_ARRYTHMIA",0.157,0.01,0.139,0.178,0.0,0.0,928.0,932.0,
"Cluster 11, FIRST_CPD",0.152,0.01,0.135,0.173,0.0,0.0,830.0,1021.0,
"Cluster 11, FIRST_CHF",0.106,0.01,0.086,0.125,0.0,0.0,946.0,1026.0,
"Cluster 11, FIRST_COAGULOPATHY",0.112,0.01,0.095,0.132,0.0,0.0,1057.0,941.0,
"Cluster 11, FIRST_DEF_ANAEMIA",0.133,0.009,0.115,0.151,0.0,0.0,934.0,982.0,
"Cluster 11, FIRST_DEPRESSION",0.216,0.011,0.195,0.237,0.0,0.0,952.0,944.0,
"Cluster 11, FIRST_DIAB_COMP",0.01,0.003,0.005,0.015,0.0,0.0,1024.0,944.0,
"Cluster 11, FIRST_DIAB",0.143,0.01,0.124,0.162,0.0,0.0,937.0,990.0,
"Cluster 11, FIRST_DRUG_ABUSE",0.031,0.005,0.022,0.04,0.0,0.0,905.0,902.0,
"Cluster 11, FIRST_FED",0.452,0.016,0.419,0.481,0.001,0.0,950.0,1024.0,
"Cluster 11, FIRST_HYPERTENSION",0.295,0.013,0.271,0.322,0.0,0.0,1003.0,1017.0,
"Cluster 11, FIRST_HYPERTENSION_COMP",0.01,0.003,0.004,0.015,0.0,0.0,799.0,983.0,
"Cluster 11, FIRST_HYPOTHYROIDISM",0.044,0.006,0.034,0.055,0.0,0.0,953.0,879.0,
"Cluster 11, FIRST_LIVER_DISEASE",0.876,0.01,0.856,0.894,0.0,0.0,1055.0,813.0,
"Cluster 11, FIRST_LYMPHOMA",0.01,0.003,0.005,0.015,0.0,0.0,978.0,943.0,
"Cluster 11, FIRST_METASTATIC_CANCER",0.016,0.004,0.009,0.023,0.0,0.0,981.0,1011.0,
"Cluster 11, FIRST_OBESITY",0.069,0.007,0.055,0.082,0.0,0.0,1027.0,1070.0,
"Cluster 11, FIRST_OND",0.313,0.013,0.289,0.34,0.0,0.0,926.0,880.0,
"Cluster 11, FIRST_PARALYSIS",0.008,0.003,0.004,0.013,0.0,0.0,984.0,983.0,
"Cluster 11, FIRST_PEP_ULCER",0.125,0.009,0.106,0.142,0.0,0.0,940.0,804.0,
"Cluster 11, FIRST_PVD",0.056,0.007,0.043,0.068,0.0,0.0,948.0,981.0,
"Cluster 11, FIRST_PSYCHOSES",0.009,0.003,0.005,0.015,0.0,0.0,973.0,875.0,
"Cluster 11, FIRST_PCD",0.02,0.004,0.013,0.028,0.0,0.0,1042.0,943.0,
"Cluster 11, FIRST_RENAL_DISEASE",0.148,0.01,0.128,0.168,0.0,0.0,895.0,904.0,
"Cluster 11, FIRST_RA",0.021,0.004,0.014,0.029,0.0,0.0,806.0,822.0,
"Cluster 11, FIRST_CANCER",0.127,0.01,0.11,0.147,0.0,0.0,1037.0,890.0,
"Cluster 11, FIRST_VALVULAR_DISEASE",0.055,0.007,0.041,0.067,0.0,0.0,1028.0,992.0,
"Cluster 11, FIRST_WEIGHT_LOSS",0.155,0.01,0.137,0.177,0.0,0.0,938.0,651.0,
"Cluster 12, FIRST_BL_ANAEMIA",0.022,0.006,0.011,0.034,0.0,0.0,926.0,912.0,
"Cluster 12, FIRST_ARRYTHMIA",0.466,0.02,0.426,0.503,0.001,0.0,1121.0,1019.0,
"Cluster 12, FIRST_CPD",0.517,0.021,0.479,0.561,0.001,0.0,1014.0,897.0,
"Cluster 12, FIRST_CHF",0.306,0.019,0.272,0.347,0.001,0.0,1164.0,982.0,
"Cluster 12, FIRST_COAGULOPATHY",0.072,0.011,0.052,0.094,0.0,0.0,920.0,975.0,
"Cluster 12, FIRST_DEF_ANAEMIA",0.413,0.022,0.372,0.456,0.001,0.0,967.0,944.0,
"Cluster 12, FIRST_DEPRESSION",0.434,0.021,0.394,0.478,0.001,0.0,1018.0,1071.0,
"Cluster 12, FIRST_DIAB_COMP",0.059,0.011,0.042,0.08,0.0,0.0,934.0,944.0,
"Cluster 12, FIRST_DIAB",0.398,0.021,0.358,0.44,0.001,0.0,933.0,876.0,
"Cluster 12, FIRST_DRUG_ABUSE",0.033,0.007,0.019,0.047,0.0,0.0,937.0,850.0,
"Cluster 12, FIRST_FED",0.788,0.019,0.751,0.823,0.001,0.0,991.0,835.0,
"Cluster 12, FIRST_HYPERTENSION",0.763,0.019,0.724,0.797,0.001,0.0,1012.0,909.0,
"Cluster 12, FIRST_HYPERTENSION_COMP",0.018,0.006,0.008,0.03,0.0,0.0,1065.0,982.0,
"Cluster 12, FIRST_HYPOTHYROIDISM",0.096,0.012,0.074,0.12,0.0,0.0,880.0,897.0,
"Cluster 12, FIRST_LIVER_DISEASE",0.432,0.022,0.388,0.473,0.001,0.0,1067.0,945.0,
"Cluster 12, FIRST_LYMPHOMA",0.032,0.007,0.017,0.045,0.0,0.0,972.0,830.0,
"Cluster 12, FIRST_METASTATIC_CANCER",0.014,0.005,0.005,0.025,0.0,0.0,899.0,915.0,
"Cluster 12, FIRST_OBESITY",0.133,0.016,0.103,0.162,0.001,0.0,866.0,912.0,
"Cluster 12, FIRST_OND",0.513,0.023,0.473,0.559,0.001,0.001,918.0,935.0,
"Cluster 12, FIRST_PARALYSIS",0.213,0.018,0.178,0.248,0.001,0.0,1027.0,887.0,
"Cluster 12, FIRST_PEP_ULCER",0.225,0.019,0.19,0.267,0.001,0.0,972.0,982.0,
"Cluster 12, FIRST_PVD",0.286,0.019,0.25,0.322,0.001,0.0,910.0,845.0,
"Cluster 12, FIRST_PSYCHOSES",0.035,0.008,0.021,0.049,0.0,0.0,874.0,979.0,
"Cluster 12, FIRST_PCD",0.085,0.012,0.064,0.11,0.0,0.0,939.0,990.0,
"Cluster 12, FIRST_RENAL_DISEASE",0.337,0.021,0.298,0.377,0.001,0.0,1022.0,920.0,
"Cluster 12, FIRST_RA",0.065,0.011,0.048,0.088,0.0,0.0,1050.0,1067.0,
"Cluster 12, FIRST_CANCER",0.163,0.016,0.134,0.194,0.0,0.0,994.0,889.0,
"Cluster 12, FIRST_VALVULAR_DISEASE",0.162,0.014,0.134,0.189,0.0,0.0,949.0,932.0,
"Cluster 12, FIRST_WEIGHT_LOSS",0.331,0.021,0.293,0.374,0.001,0.0,896.0,949.0,
"Cluster 13, FIRST_BL_ANAEMIA",0.006,0.003,0.001,0.012,0.0,0.0,982.0,942.0,
"Cluster 13, FIRST_ARRYTHMIA",0.72,0.019,0.681,0.754,0.001,0.0,972.0,735.0,
"Cluster 13, FIRST_CPD",0.563,0.018,0.527,0.595,0.001,0.0,851.0,908.0,
"Cluster 13, FIRST_CHF",0.847,0.014,0.82,0.873,0.0,0.0,1003.0,1015.0,
"Cluster 13, FIRST_COAGULOPATHY",0.036,0.007,0.022,0.05,0.0,0.0,941.0,981.0,
"Cluster 13, FIRST_DEF_ANAEMIA",0.15,0.014,0.125,0.178,0.0,0.0,1034.0,1038.0,
"Cluster 13, FIRST_DEPRESSION",0.265,0.017,0.232,0.299,0.001,0.0,963.0,990.0,
"Cluster 13, FIRST_DIAB_COMP",0.01,0.004,0.004,0.018,0.0,0.0,917.0,813.0,
"Cluster 13, FIRST_DIAB",0.155,0.014,0.128,0.18,0.0,0.0,1047.0,951.0,
"Cluster 13, FIRST_DRUG_ABUSE",0.028,0.007,0.015,0.041,0.0,0.0,974.0,907.0,
"Cluster 13, FIRST_FED",0.33,0.016,0.297,0.36,0.001,0.0,920.0,1008.0,
"Cluster 13, FIRST_HYPERTENSION",0.748,0.016,0.718,0.78,0.0,0.0,1067.0,944.0,
"Cluster 13, FIRST_HYPERTENSION_COMP",0.01,0.004,0.004,0.019,0.0,0.0,1039.0,1024.0,
"Cluster 13, FIRST_HYPOTHYROIDISM",0.078,0.01,0.06,0.098,0.0,0.0,930.0,981.0,
"Cluster 13, FIRST_LIVER_DISEASE",0.115,0.012,0.09,0.138,0.0,0.0,1043.0,1035.0,
"Cluster 13, FIRST_LYMPHOMA",0.028,0.006,0.017,0.04,0.0,0.0,997.0,914.0,
"Cluster 13, FIRST_METASTATIC_CANCER",0.012,0.004,0.005,0.02,0.0,0.0,856.0,845.0,
"Cluster 13, FIRST_OBESITY",0.116,0.013,0.093,0.143,0.0,0.0,799.0,919.0,
"Cluster 13, FIRST_OND",0.233,0.016,0.202,0.262,0.001,0.0,883.0,821.0,
"Cluster 13, FIRST_PARALYSIS",0.047,0.008,0.031,0.064,0.0,0.0,1061.0,1026.0,
"Cluster 13, FIRST_PEP_ULCER",0.056,0.009,0.04,0.073,0.0,0.0,839.0,803.0,
"Cluster 13, FIRST_PVD",0.39,0.018,0.356,0.428,0.001,0.0,1105.0,945.0,
"Cluster 13, FIRST_PSYCHOSES",0.011,0.004,0.004,0.019,0.0,0.0,980.0,931.0,
"Cluster 13, FIRST_PCD",0.163,0.014,0.137,0.192,0.0,0.0,1099.0,761.0,
"Cluster 13, FIRST_RENAL_DISEASE",0.204,0.015,0.177,0.236,0.001,0.0,844.0,943.0,
"Cluster 13, FIRST_RA",0.052,0.009,0.034,0.069,0.0,0.0,1027.0,914.0,
"Cluster 13, FIRST_CANCER",0.165,0.014,0.139,0.193,0.0,0.0,1009.0,978.0,
"Cluster 13, FIRST_VALVULAR_DISEASE",0.652,0.017,0.615,0.685,0.001,0.0,940.0,934.0,
"Cluster 13, FIRST_WEIGHT_LOSS",0.189,0.015,0.16,0.219,0.0,0.0,956.0,983.0,
"Cluster 14, FIRST_BL_ANAEMIA",0.057,0.011,0.037,0.078,0.0,0.0,850.0,789.0,
"Cluster 14, FIRST_ARRYTHMIA",0.757,0.021,0.717,0.798,0.001,0.0,1069.0,787.0,
"Cluster 14, FIRST_CPD",0.458,0.022,0.415,0.501,0.001,0.0,1039.0,1013.0,
"Cluster 14, FIRST_CHF",0.599,0.021,0.558,0.641,0.001,0.0,1040.0,876.0,
"Cluster 14, FIRST_COAGULOPATHY",0.022,0.007,0.011,0.035,0.0,0.0,847.0,1017.0,
"Cluster 14, FIRST_DEF_ANAEMIA",0.656,0.022,0.611,0.697,0.001,0.0,971.0,914.0,
"Cluster 14, FIRST_DEPRESSION",0.154,0.015,0.124,0.183,0.0,0.0,1031.0,1020.0,
"Cluster 14, FIRST_DIAB_COMP",0.013,0.005,0.004,0.024,0.0,0.0,987.0,869.0,
"Cluster 14, FIRST_DIAB",0.345,0.023,0.298,0.387,0.001,0.0,1117.0,978.0,
"Cluster 14, FIRST_DRUG_ABUSE",0.004,0.003,0.0,0.011,0.0,0.0,876.0,898.0,
"Cluster 14, FIRST_FED",0.373,0.022,0.33,0.415,0.001,0.001,819.0,788.0,
"Cluster 14, FIRST_HYPERTENSION",0.817,0.017,0.784,0.85,0.001,0.0,944.0,988.0,
"Cluster 14, FIRST_HYPERTENSION_COMP",0.012,0.005,0.004,0.021,0.0,0.0,1023.0,1026.0,
"Cluster 14, FIRST_HYPOTHYROIDISM",0.164,0.016,0.137,0.198,0.001,0.0,849.0,975.0,
"Cluster 14, FIRST_LIVER_DISEASE",0.1,0.013,0.077,0.128,0.0,0.0,1153.0,932.0,
"Cluster 14, FIRST_LYMPHOMA",0.044,0.009,0.028,0.062,0.0,0.0,959.0,975.0,
"Cluster 14, FIRST_METASTATIC_CANCER",0.007,0.004,0.002,0.015,0.0,0.0,1008.0,908.0,
"Cluster 14, FIRST_OBESITY",0.271,0.021,0.229,0.31,0.001,0.0,1033.0,982.0,
"Cluster 14, FIRST_OND",0.251,0.02,0.212,0.288,0.001,0.0,1139.0,981.0,
"Cluster 14, FIRST_PARALYSIS",0.014,0.006,0.005,0.025,0.0,0.0,902.0,888.0,
"Cluster 14, FIRST_PEP_ULCER",0.199,0.016,0.17,0.232,0.001,0.0,964.0,1011.0,
"Cluster 14, FIRST_PVD",0.231,0.02,0.197,0.275,0.001,0.0,1004.0,875.0,
"Cluster 14, FIRST_PSYCHOSES",0.009,0.005,0.002,0.019,0.0,0.0,659.0,829.0,
"Cluster 14, FIRST_PCD",0.139,0.015,0.111,0.169,0.0,0.0,1065.0,1024.0,
"Cluster 14, FIRST_RENAL_DISEASE",0.447,0.021,0.406,0.488,0.001,0.0,1039.0,983.0,
"Cluster 14, FIRST_RA",0.169,0.017,0.135,0.204,0.001,0.0,1133.0,907.0,
"Cluster 14, FIRST_CANCER",0.208,0.017,0.174,0.24,0.001,0.0,955.0,981.0,
"Cluster 14, FIRST_VALVULAR_DISEASE",0.596,0.022,0.55,0.638,0.001,0.001,939.0,921.0,
"Cluster 14, FIRST_WEIGHT_LOSS",0.225,0.02,0.189,0.263,0.001,0.0,853.0,979.0,
"Cluster 15, FIRST_BL_ANAEMIA",0.002,0.002,0.0,0.005,0.0,0.0,1023.0,900.0,
"Cluster 15, FIRST_ARRYTHMIA",0.896,0.011,0.873,0.918,0.0,0.0,820.0,910.0,
"Cluster 15, FIRST_CPD",0.378,0.018,0.343,0.413,0.001,0.0,980.0,862.0,
"Cluster 15, FIRST_CHF",0.826,0.015,0.8,0.855,0.0,0.0,948.0,908.0,
"Cluster 15, FIRST_COAGULOPATHY",0.03,0.006,0.019,0.042,0.0,0.0,1018.0,820.0,
"Cluster 15, FIRST_DEF_ANAEMIA",0.082,0.009,0.062,0.099,0.0,0.0,898.0,874.0,
"Cluster 15, FIRST_DEPRESSION",0.239,0.016,0.21,0.271,0.0,0.0,1004.0,943.0,
"Cluster 15, FIRST_DIAB_COMP",0.009,0.003,0.004,0.016,0.0,0.0,994.0,882.0,
"Cluster 15, FIRST_DIAB",0.415,0.018,0.381,0.452,0.001,0.0,775.0,874.0,
"Cluster 15, FIRST_DRUG_ABUSE",0.011,0.004,0.004,0.018,0.0,0.0,895.0,942.0,
"Cluster 15, FIRST_FED",0.335,0.019,0.301,0.371,0.001,0.0,1047.0,935.0,
"Cluster 15, FIRST_HYPERTENSION",0.912,0.01,0.893,0.932,0.0,0.0,975.0,900.0,
"Cluster 15, FIRST_HYPERTENSION_COMP",0.023,0.005,0.014,0.034,0.0,0.0,975.0,906.0,
"Cluster 15, FIRST_HYPOTHYROIDISM",0.108,0.011,0.087,0.129,0.0,0.0,908.0,784.0,
"Cluster 15, FIRST_LIVER_DISEASE",0.05,0.008,0.035,0.065,0.0,0.0,989.0,983.0,
"Cluster 15, FIRST_LYMPHOMA",0.019,0.005,0.01,0.029,0.0,0.0,1024.0,845.0,
"Cluster 15, FIRST_METASTATIC_CANCER",0.009,0.003,0.004,0.016,0.0,0.0,1078.0,970.0,
"Cluster 15, FIRST_OBESITY",0.36,0.018,0.325,0.395,0.001,0.0,964.0,981.0,
"Cluster 15, FIRST_OND",0.536,0.02,0.496,0.57,0.001,0.0,1016.0,1059.0,
"Cluster 15, FIRST_PARALYSIS",0.097,0.01,0.079,0.117,0.0,0.0,926.0,981.0,
"Cluster 15, FIRST_PEP_ULCER",0.02,0.005,0.012,0.03,0.0,0.0,1001.0,901.0,
"Cluster 15, FIRST_PVD",0.301,0.017,0.27,0.334,0.001,0.0,1016.0,952.0,
"Cluster 15, FIRST_PSYCHOSES",0.015,0.005,0.008,0.025,0.0,0.0,1033.0,942.0,
"Cluster 15, FIRST_PCD",0.133,0.014,0.108,0.16,0.0,0.0,938.0,946.0,
"Cluster 15, FIRST_RENAL_DISEASE",0.377,0.019,0.341,0.419,0.001,0.0,1007.0,879.0,
"Cluster 15, FIRST_RA",0.085,0.01,0.066,0.103,0.0,0.0,972.0,722.0,
"Cluster 15, FIRST_CANCER",0.242,0.015,0.21,0.269,0.001,0.0,788.0,803.0,
"Cluster 15, FIRST_VALVULAR_DISEASE",0.587,0.017,0.556,0.621,0.001,0.0,1027.0,990.0,
"Cluster 15, FIRST_WEIGHT_LOSS",0.071,0.01,0.053,0.09,0.0,0.0,1040.0,1017.0,
"Cluster 16, FIRST_BL_ANAEMIA",0.006,0.003,0.002,0.012,0.0,0.0,948.0,897.0,
"Cluster 16, FIRST_ARRYTHMIA",0.655,0.016,0.623,0.687,0.001,0.0,695.0,788.0,
