,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
"Cluster 9, FIRST_RA",0.109,0.072,0.018,0.265,0.002,0.002,1048.0,941.0,
"Cluster 9, FIRST_CANCER",0.153,0.089,0.017,0.335,0.003,0.002,1002.0,792.0,
"Cluster 9, FIRST_VALVULAR_DISEASE",0.153,0.087,0.024,0.31,0.003,0.002,938.0,1023.0,
"Cluster 9, FIRST_WEIGHT_LOSS",0.2,0.1,0.041,0.407,0.003,0.002,947.0,905.0,
"Cluster 12, FIRST_BL_ANAEMIA",0.19,0.086,0.052,0.365,0.003,0.002,926.0,912.0,
"Cluster 12, FIRST_ARRYTHMIA",0.741,0.089,0.57,0.903,0.003,0.002,1121.0,1019.0,
"Cluster 12, FIRST_CPD",0.695,0.1,0.495,0.872,0.003,0.002,1014.0,897.0,
"Cluster 12, FIRST_CHF",0.94,0.056,0.827,0.997,0.002,0.001,1164.0,982.0,
"Cluster 12, FIRST_COAGULOPATHY",0.053,0.059,0.001,0.161,0.002,0.001,920.0,975.0,
"Cluster 12, FIRST_DEF_ANAEMIA",0.266,0.102,0.088,0.461,0.003,0.002,967.0,944.0,
"Cluster 12, FIRST_DEPRESSION",0.262,0.096,0.099,0.458,0.003,0.002,1018.0,1071.0,
"Cluster 12, FIRST_DIAB_COMP",0.061,0.075,0.001,0.206,0.002,0.002,934.0,944.0,
"Cluster 12, FIRST_DIAB",0.22,0.092,0.065,0.404,0.003,0.002,933.0,876.0,
"Cluster 12, FIRST_DRUG_ABUSE",0.052,0.056,0.001,0.157,0.002,0.001,937.0,850.0,
"Cluster 12, FIRST_FED",0.433,0.12,0.216,0.654,0.004,0.003,991.0,835.0,
"Cluster 12, FIRST_HYPERTENSION",0.613,0.107,0.422,0.828,0.003,0.002,1012.0,909.0,
"Cluster 12, FIRST_HYPERTENSION_COMP",0.076,0.063,0.005,0.197,0.002,0.001,1065.0,982.0,
"Cluster 12, FIRST_HYPOTHYROIDISM",0.105,0.064,0.015,0.233,0.002,0.002,880.0,897.0,
"Cluster 12, FIRST_LIVER_DISEASE",0.088,0.069,0.008,0.226,0.002,0.002,1067.0,945.0,
"Cluster 12, FIRST_LYMPHOMA",0.112,0.068,0.016,0.238,0.002,0.001,972.0,830.0,
"Cluster 12, FIRST_METASTATIC_CANCER",0.399,0.107,0.193,0.607,0.004,0.003,899.0,915.0,
"Cluster 12, FIRST_OBESITY",0.057,0.066,0.001,0.181,0.002,0.002,866.0,912.0,
"Cluster 12, FIRST_OND",0.079,0.068,0.006,0.207,0.002,0.002,918.0,935.0,
"Cluster 12, FIRST_PARALYSIS",0.105,0.08,0.006,0.263,0.003,0.002,1027.0,887.0,
"Cluster 12, FIRST_PEP_ULCER",0.159,0.096,0.021,0.353,0.003,0.002,972.0,982.0,
"Cluster 12, FIRST_PVD",0.102,0.072,0.014,0.259,0.002,0.002,910.0,845.0,
"Cluster 12, FIRST_PSYCHOSES",0.051,0.05,0.001,0.151,0.002,0.001,874.0,979.0,
"Cluster 12, FIRST_PCD",0.319,0.103,0.144,0.533,0.003,0.002,939.0,990.0,
"Cluster 12, FIRST_RENAL_DISEASE",0.554,0.113,0.331,0.759,0.004,0.003,1022.0,920.0,
"Cluster 12, FIRST_RA",0.366,0.105,0.195,0.591,0.003,0.002,1050.0,1067.0,
"Cluster 12, FIRST_CANCER",0.502,0.115,0.286,0.726,0.004,0.003,994.0,889.0,
"Cluster 12, FIRST_VALVULAR_DISEASE",0.585,0.104,0.374,0.767,0.003,0.002,949.0,932.0,
"Cluster 12, FIRST_WEIGHT_LOSS",0.345,0.106,0.151,0.561,0.004,0.002,896.0,949.0,
"Cluster 13, FIRST_BL_ANAEMIA",0.045,0.048,0.001,0.14,0.002,0.001,982.0,942.0,
"Cluster 13, FIRST_ARRYTHMIA",0.615,0.112,0.403,0.819,0.004,0.003,972.0,735.0,
"Cluster 13, FIRST_CPD",0.182,0.076,0.063,0.338,0.003,0.002,851.0,908.0,
"Cluster 13, FIRST_CHF",0.774,0.095,0.585,0.919,0.003,0.002,1003.0,1015.0,
"Cluster 13, FIRST_COAGULOPATHY",0.046,0.052,0.001,0.145,0.002,0.001,941.0,981.0,
"Cluster 13, FIRST_DEF_ANAEMIA",0.241,0.087,0.089,0.413,0.003,0.002,1034.0,1038.0,
"Cluster 13, FIRST_DEPRESSION",0.163,0.079,0.038,0.325,0.003,0.002,963.0,990.0,
"Cluster 13, FIRST_DIAB_COMP",0.895,0.069,0.762,0.986,0.002,0.002,917.0,813.0,
"Cluster 13, FIRST_DIAB",0.935,0.056,0.816,0.998,0.002,0.001,1047.0,951.0,
"Cluster 13, FIRST_DRUG_ABUSE",0.043,0.047,0.001,0.137,0.002,0.001,974.0,907.0,
"Cluster 13, FIRST_FED",0.484,0.101,0.281,0.664,0.003,0.002,920.0,1008.0,
"Cluster 13, FIRST_HYPERTENSION",0.929,0.055,0.812,0.993,0.002,0.001,1067.0,944.0,
"Cluster 13, FIRST_HYPERTENSION_COMP",0.296,0.099,0.117,0.5,0.003,0.002,1039.0,1024.0,
"Cluster 13, FIRST_HYPOTHYROIDISM",0.194,0.077,0.064,0.347,0.002,0.002,930.0,981.0,
"Cluster 13, FIRST_LIVER_DISEASE",0.048,0.057,0.001,0.162,0.002,0.001,1043.0,1035.0,
"Cluster 13, FIRST_LYMPHOMA",0.087,0.061,0.01,0.209,0.002,0.001,997.0,914.0,
"Cluster 13, FIRST_METASTATIC_CANCER",0.082,0.061,0.008,0.198,0.002,0.002,856.0,845.0,
"Cluster 13, FIRST_OBESITY",0.047,0.056,0.001,0.164,0.002,0.001,799.0,919.0,
"Cluster 13, FIRST_OND",0.28,0.098,0.115,0.468,0.003,0.002,883.0,821.0,
"Cluster 13, FIRST_PARALYSIS",0.094,0.071,0.005,0.238,0.002,0.002,1061.0,1026.0,
"Cluster 13, FIRST_PEP_ULCER",0.041,0.039,0.001,0.122,0.001,0.001,839.0,803.0,
"Cluster 13, FIRST_PVD",0.429,0.097,0.258,0.632,0.003,0.002,1105.0,945.0,
"Cluster 13, FIRST_PSYCHOSES",0.049,0.055,0.0,0.151,0.002,0.001,980.0,931.0,
"Cluster 13, FIRST_PCD",0.051,0.053,0.002,0.151,0.002,0.001,1099.0,761.0,
"Cluster 13, FIRST_RENAL_DISEASE",0.584,0.101,0.4,0.771,0.004,0.002,844.0,943.0,
"Cluster 13, FIRST_RA",0.135,0.076,0.026,0.286,0.002,0.002,1027.0,914.0,
"Cluster 13, FIRST_CANCER",0.337,0.097,0.169,0.539,0.003,0.002,1009.0,978.0,
"Cluster 13, FIRST_VALVULAR_DISEASE",0.22,0.086,0.068,0.378,0.003,0.002,940.0,934.0,
"Cluster 13, FIRST_WEIGHT_LOSS",0.147,0.077,0.03,0.293,0.002,0.002,956.0,983.0,
"Cluster 14, FIRST_BL_ANAEMIA",0.007,0.01,0.0,0.025,0.0,0.0,850.0,789.0,
"Cluster 14, FIRST_ARRYTHMIA",0.863,0.028,0.806,0.913,0.001,0.001,1069.0,787.0,
"Cluster 14, FIRST_CPD",0.177,0.03,0.12,0.234,0.001,0.001,1039.0,1013.0,
"Cluster 14, FIRST_CHF",0.991,0.01,0.973,1.0,0.0,0.0,1040.0,876.0,
"Cluster 14, FIRST_COAGULOPATHY",0.021,0.013,0.004,0.045,0.0,0.0,847.0,1017.0,
"Cluster 14, FIRST_DEF_ANAEMIA",0.222,0.036,0.149,0.291,0.001,0.001,971.0,914.0,
"Cluster 14, FIRST_DEPRESSION",0.085,0.022,0.043,0.125,0.001,0.0,1031.0,1020.0,
"Cluster 14, FIRST_DIAB_COMP",0.008,0.009,0.001,0.027,0.0,0.0,987.0,869.0,
"Cluster 14, FIRST_DIAB",0.227,0.035,0.157,0.292,0.001,0.001,1117.0,978.0,
"Cluster 14, FIRST_DRUG_ABUSE",0.007,0.009,0.0,0.023,0.0,0.0,876.0,898.0,
"Cluster 14, FIRST_FED",0.598,0.041,0.526,0.681,0.001,0.001,819.0,788.0,
"Cluster 14, FIRST_HYPERTENSION",0.87,0.028,0.815,0.919,0.001,0.001,944.0,988.0,
"Cluster 14, FIRST_HYPERTENSION_COMP",0.337,0.035,0.267,0.408,0.001,0.001,1023.0,1026.0,
"Cluster 14, FIRST_HYPOTHYROIDISM",0.311,0.038,0.247,0.393,0.001,0.001,849.0,975.0,
"Cluster 14, FIRST_LIVER_DISEASE",0.009,0.009,0.001,0.026,0.0,0.0,1153.0,932.0,
"Cluster 14, FIRST_LYMPHOMA",0.013,0.01,0.002,0.033,0.0,0.0,959.0,975.0,
"Cluster 14, FIRST_METASTATIC_CANCER",0.012,0.009,0.001,0.029,0.0,0.0,1008.0,908.0,
"Cluster 14, FIRST_OBESITY",0.01,0.011,0.001,0.03,0.0,0.0,1033.0,982.0,
"Cluster 14, FIRST_OND",0.097,0.024,0.057,0.145,0.001,0.001,1139.0,981.0,
"Cluster 14, FIRST_PARALYSIS",0.041,0.017,0.014,0.076,0.001,0.0,902.0,888.0,
"Cluster 14, FIRST_PEP_ULCER",0.007,0.008,0.0,0.021,0.0,0.0,964.0,1011.0,
"Cluster 14, FIRST_PVD",0.134,0.029,0.08,0.192,0.001,0.001,1004.0,875.0,
"Cluster 14, FIRST_PSYCHOSES",0.009,0.011,0.0,0.027,0.0,0.0,659.0,829.0,
"Cluster 14, FIRST_PCD",0.068,0.021,0.034,0.11,0.001,0.0,1065.0,1024.0,
"Cluster 14, FIRST_RENAL_DISEASE",0.737,0.034,0.666,0.799,0.001,0.001,1039.0,983.0,
"Cluster 14, FIRST_RA",0.037,0.017,0.011,0.074,0.001,0.0,1133.0,907.0,
"Cluster 14, FIRST_CANCER",0.095,0.024,0.054,0.144,0.001,0.001,955.0,981.0,
"Cluster 14, FIRST_VALVULAR_DISEASE",0.527,0.04,0.445,0.603,0.001,0.001,939.0,921.0,
"Cluster 14, FIRST_WEIGHT_LOSS",0.058,0.021,0.021,0.099,0.001,0.001,853.0,979.0,
"Cluster 18, FIRST_BL_ANAEMIA",0.005,0.005,0.0,0.013,0.0,0.0,965.0,973.0,
"Cluster 18, FIRST_ARRYTHMIA",0.381,0.031,0.326,0.442,0.001,0.001,936.0,903.0,
"Cluster 18, FIRST_CPD",0.219,0.026,0.166,0.267,0.001,0.001,828.0,943.0,
"Cluster 18, FIRST_CHF",0.415,0.031,0.356,0.47,0.001,0.001,958.0,941.0,
"Cluster 18, FIRST_COAGULOPATHY",0.011,0.008,0.001,0.026,0.0,0.0,935.0,878.0,
"Cluster 18, FIRST_DEF_ANAEMIA",0.126,0.022,0.087,0.169,0.001,0.001,879.0,888.0,
"Cluster 18, FIRST_DEPRESSION",0.087,0.019,0.054,0.124,0.001,0.0,1202.0,952.0,
"Cluster 18, FIRST_DIAB_COMP",0.033,0.013,0.013,0.059,0.0,0.0,1092.0,846.0,
"Cluster 18, FIRST_DIAB",0.155,0.028,0.104,0.209,0.001,0.001,1029.0,876.0,
"Cluster 18, FIRST_DRUG_ABUSE",0.005,0.005,0.0,0.015,0.0,0.0,1067.0,908.0,
"Cluster 18, FIRST_FED",0.317,0.031,0.261,0.382,0.001,0.001,990.0,981.0,
"Cluster 18, FIRST_HYPERTENSION",0.644,0.032,0.579,0.705,0.001,0.001,983.0,872.0,
"Cluster 18, FIRST_HYPERTENSION_COMP",0.995,0.007,0.985,1.0,0.0,0.0,924.0,793.0,
"Cluster 18, FIRST_HYPOTHYROIDISM",0.079,0.019,0.047,0.118,0.001,0.0,936.0,925.0,
"Cluster 18, FIRST_LIVER_DISEASE",0.008,0.007,0.001,0.023,0.0,0.0,874.0,907.0,
"Cluster 18, FIRST_LYMPHOMA",0.021,0.011,0.005,0.042,0.0,0.0,814.0,1005.0,
"Cluster 18, FIRST_METASTATIC_CANCER",0.027,0.011,0.01,0.049,0.0,0.0,1064.0,981.0,
"Cluster 18, FIRST_OBESITY",0.019,0.01,0.005,0.039,0.0,0.0,1002.0,975.0,
"Cluster 18, FIRST_OND",0.126,0.022,0.086,0.168,0.001,0.0,1033.0,834.0,
"Cluster 18, FIRST_PARALYSIS",0.062,0.017,0.029,0.094,0.001,0.0,978.0,942.0,
"Cluster 18, FIRST_PEP_ULCER",0.012,0.008,0.002,0.026,0.0,0.0,1033.0,699.0,
"Cluster 18, FIRST_PVD",0.095,0.021,0.054,0.133,0.001,0.001,873.0,880.0,
"Cluster 18, FIRST_PSYCHOSES",0.004,0.004,0.0,0.012,0.0,0.0,912.0,1023.0,
"Cluster 18, FIRST_PCD",0.027,0.011,0.01,0.048,0.0,0.0,1177.0,855.0,
"Cluster 18, FIRST_RENAL_DISEASE",0.995,0.005,0.986,1.0,0.0,0.0,1016.0,847.0,
"Cluster 18, FIRST_RA",0.046,0.015,0.019,0.073,0.0,0.0,860.0,915.0,
"Cluster 18, FIRST_CANCER",0.117,0.021,0.079,0.159,0.001,0.0,993.0,914.0,
"Cluster 18, FIRST_VALVULAR_DISEASE",0.093,0.021,0.054,0.131,0.001,0.0,967.0,825.0,
"Cluster 18, FIRST_WEIGHT_LOSS",0.072,0.017,0.039,0.105,0.001,0.0,990.0,1026.0,
N,34602.0,,,,,,,,
